Player,Position,Score,Value over Avg,Value over Next
Keith Mumphery Hou WR,WR,7.00,-188.10,0.00
Chris Givens StL WR,WR,6.90,-188.20,2.40
Dwayne Harris NYG WR,WR,4.50,-190.60,0.10
Eric Weems Atl WR,WR,4.50,-190.60,0.00
Chris Harper* NYG WR IR,WR,4.50,-190.60,0.00
Myles White GB WR,WR,4.50,-190.60,0.00
Aaron Dobson NE WR,WR,4.40,-190.70,0.10
Duron Carter Ind WR,WR,4.30,-190.80,0.10
Jeremy Ross Det WR,WR,4.20,-190.90,0.10
Ifeanyi Momah Ari WR,WR,4.20,-190.90,0.00
Alan Bonner Hou WR,WR,4.10,-191.00,1.20
Seyi Ajirotutu Phi WR,WR,4.10,-191.00,0.00
Darren Waller Bal WR,WR,4.10,-191.00,0.00
Gerell Robinson Mia WR,WR,4.10,-191.00,0.00
Tre McBride Ten WR,WR,2.90,-192.20,0.10
Brenton Bersin Car WR,WR,2.90,-192.20,0.00
Brandon Tate Cin WR,WR,2.80,-192.30,0.20
James Wright* Cin WR IR,WR,2.80,-192.30,0.00
Denarius Moore Cin WR,WR,2.80,-192.30,0.00
Marcus Harris* NYG WR IR,WR,2.80,-192.30,0.00
Vince Mayle Cle WR P,WR,2.60,-192.50,0.70
Kevin Norwood Sea WR,WR,1.90,-193.20,0.10
Marc Mariani Chi WR,WR,1.80,-193.30,1.40
DeVier Posey NYJ WR,WR,0.40,-194.70,0.40
Jordy Nelson* GB WR O,WR,0.00,-195.10,0.00
Brandon Gibson* NE WR IR,WR,0.00,-195.10,0.00
Justin Blackmon Jac WR SSPD,WR,0.00,-195.10,0.00
Marquise Goodwin Buf WR Q,WR,0.00,-195.10,0.00
Kelvin Benjamin* Car WR O,WR,0.00,-195.10,0.00
DeAndre Smelter* SF WR O,WR,0.00,-195.10,0.00
Ryan Mallett Hou QB,QB,77.96,-197.76,19.06
Jimmy Garoppolo NE QB,QB,58.90,-216.82,18.54
Kirk Cousins Wsh QB,QB,40.36,-235.36,2.32
Matt Cassel Buf QB,QB,38.04,-237.68,24.76
Colt McCoy Wsh QB,QB,13.28,-262.44,1.06
Jimmy Clausen Chi QB Q,QB,12.22,-263.50,0.08
Drew Stanton Ari QB,QB,12.14,-263.58,0.70
Johnny Manziel Cle QB Q,QB,11.44,-264.28,0.98
EJ Manuel Buf QB,QB,10.46,-265.26,0.54
Michael Vick NYJ QB,QB,9.92,-265.80,0.40
Blaine Gabbert SF QB,QB,9.52,-266.20,0.48
Derek Anderson Car QB,QB,9.04,-266.68,0.22
Brandon Weeden Dal QB P,QB,8.82,-266.90,0.14
Chase Daniel KC QB,QB,8.68,-267.04,0.18
Austin Davis StL QB,QB,8.50,-267.22,0.86
Mark Sanchez Phi QB,QB,7.64,-268.08,6.14
Brock Osweiler Den QB,QB,1.50,-274.22,0.52
Luke McCown NO QB,QB,0.98,-274.74,0.06
Matt Hasselbeck Ind QB,QB,0.92,-274.80,0.04
Dan Orlovsky Det QB,QB,0.88,-274.84,0.02
Mike Glennon TB QB,QB,0.88,-274.84,0.00
Christian Ponder Oak QB,QB,0.86,-274.86,0.02
Kellen Clemens SD QB,QB,0.84,-274.88,0.04
Matt Moore Mia QB,QB,0.84,-274.88,0.00
Shaun Hill Min QB,QB,0.80,-274.92,0.04
Matt Schaub Bal QB,QB,0.80,-274.92,0.00
T.J. Yates Atl QB,QB,0.80,-274.92,0.00
Scott Tolzien GB QB P,QB,0.80,-274.92,0.00
Ryan Nassib NYG QB,QB,0.80,-274.92,0.00
Chad Henne Jac QB,QB,0.76,-274.96,0.08
Zach Mettenberger Ten QB,QB,0.76,-274.96,0.00
Tarvaris Jackson Sea QB Q,QB,0.68,-275.04,0.04
B.J. Daniels Sea QB,QB,0.68,-275.04,0.00
AJ McCarron Cin QB,QB,0.64,-275.08,0.44
Matt Flynn NYJ QB P,QB,0.20,-275.52,0.20
Ryan Lindley NE QB,QB,0.20,-275.52,0.00
Bryce Petty NYJ QB,QB,0.20,-275.52,0.00
Tom Savage Hou QB,QB,0.00,-275.72,0.00
Sean Mannion StL QB,QB,0.00,-275.72,0.00
Garrett Grayson NO QB,QB,0.00,-275.72,0.00
Brett Hundley GB QB,QB,0.00,-275.72,0.00
