Player,Position,Score,Value over Avg,Value over Next
Darrin Reaves KC RB,RB,1.80,-166.10,0.10
Boobie Dixon Buf RB P,RB,1.80,-166.10,0.00
Shaun Draughn Cle RB P,RB,1.80,-166.10,0.00
Jeremy Stewart Den RB,RB,1.80,-166.10,0.00
Thomas Rawls Sea RB,RB,1.80,-166.10,0.00
Jordan Todman Car RB,RB,1.70,-166.20,0.10
Fitzgerald Toussaint Bal RB,RB,1.70,-166.20,0.00
John Crockett GB RB,RB,1.60,-166.30,0.20
Mike James TB RB,RB,1.40,-166.50,0.10
Storm Johnson Jac RB,RB,1.40,-166.50,0.00
Henry Hynoski NYG RB,RB,1.30,-166.60,0.40
Matthew Tucker* Phi RB IR,RB,0.90,-167.00,0.10
Cedric Peerman Cin RB,RB,0.90,-167.00,0.00
Bryce Brown Buf RB P,RB,0.90,-167.00,0.00
Kenjon Barner Phi RB,RB,0.90,-167.00,0.00
Silas Redd* Wsh RB IR,RB,0.80,-167.10,0.10
Senorise Perry Chi RB,RB,0.70,-167.20,0.70
Ahmad Bradshaw Ind RB SSPD,RB,0.00,-167.90,0.00
Pierre Thomas NO RB,RB,0.00,-167.90,0.00
Felix Jones Pit RB,RB,0.00,-167.90,0.00
LaRod Stephens-Howling Pit RB,RB,0.00,-167.90,0.00
Isaac Redman Pit RB,RB,0.00,-167.90,0.00
Ben Tate Pit RB,RB,0.00,-167.90,0.00
Bernard Pierce Jac RB,RB,0.00,-167.90,0.00
Jawan Jamison Pit RB,RB,0.00,-167.90,0.00
Miguel Maysonet Pit RB,RB,0.00,-167.90,0.00
Tyler Gaffney* NE RB IR,RB,0.00,-167.90,0.00
Lache Seastrunk Dal RB,RB,0.00,-167.90,0.00
LaDarius Perkins Pit RB,RB,0.00,-167.90,0.00
Geno Smith* NYJ QB O,QB,99.82,-197.66,15.86
Ryan Mallett Hou QB,QB,83.96,-213.52,21.06
Jimmy Garoppolo NE QB,QB,62.90,-234.58,18.54
Kirk Cousins Wsh QB,QB,44.36,-253.12,3.32
Matt Cassel Buf QB,QB,41.04,-256.44,26.76
Colt McCoy Wsh QB,QB,14.28,-283.20,1.06
Jimmy Clausen Chi QB Q,QB,13.22,-284.26,0.08
Drew Stanton Ari QB,QB,13.14,-284.34,0.70
Johnny Manziel Cle QB Q,QB,12.44,-285.04,0.98
EJ Manuel Buf QB,QB,11.46,-286.02,1.42
Derek Anderson Car QB,QB,10.04,-287.44,0.12
Michael Vick NYJ QB,QB,9.92,-287.56,0.40
Blaine Gabbert SF QB,QB,9.52,-287.96,0.70
Brandon Weeden Dal QB P,QB,8.82,-288.66,0.14
Chase Daniel KC QB,QB,8.68,-288.80,0.04
Mark Sanchez Phi QB,QB,8.64,-288.84,0.14
Austin Davis StL QB,QB,8.50,-288.98,7.00
Brock Osweiler Den QB,QB,1.50,-295.98,0.52
Luke McCown NO QB,QB,0.98,-296.50,0.06
Matt Hasselbeck Ind QB,QB,0.92,-296.56,0.04
Dan Orlovsky Det QB,QB,0.88,-296.60,0.02
Mike Glennon TB QB,QB,0.88,-296.60,0.00
Christian Ponder Oak QB,QB,0.86,-296.62,0.02
Kellen Clemens SD QB,QB,0.84,-296.64,0.04
Matt Moore Mia QB,QB,0.84,-296.64,0.00
Shaun Hill Min QB,QB,0.80,-296.68,0.04
Matt Schaub Bal QB,QB,0.80,-296.68,0.00
T.J. Yates Atl QB,QB,0.80,-296.68,0.00
Scott Tolzien GB QB P,QB,0.80,-296.68,0.00
Ryan Nassib NYG QB,QB,0.80,-296.68,0.00
Chad Henne Jac QB,QB,0.76,-296.72,0.08
Zach Mettenberger Ten QB,QB,0.76,-296.72,0.00
Tarvaris Jackson Sea QB Q,QB,0.68,-296.80,0.04
B.J. Daniels Sea QB,QB,0.68,-296.80,0.00
AJ McCarron Cin QB,QB,0.64,-296.84,0.44
Matt Flynn NYJ QB P,QB,0.20,-297.28,0.20
Ryan Lindley NE QB,QB,0.20,-297.28,0.00
Bryce Petty NYJ QB,QB,0.20,-297.28,0.00
Tom Savage Hou QB,QB,0.00,-297.48,0.00
Sean Mannion StL QB,QB,0.00,-297.48,0.00
Garrett Grayson NO QB,QB,0.00,-297.48,0.00
Brett Hundley GB QB,QB,0.00,-297.48,0.00
